ensgene	entrez	symbol	chr	start	end	strand	biotype	description
ENSG00000123453	1757	SARDH	9	136528682	136605077	-1	protein_coding	sarcosine dehydrogenase [Source:HGNC Symbol;Acc:10536]
ENSG00000123454	1621	DBH	9	136501482	136524466	1	protein_coding	dopamine beta-hydroxylase (dopamine beta-monooxygenase) [Source:HGNC Symbol;Acc:2689]
ENSG00000123472	64756	ATPAF1	1	47098409	47139539	-1	protein_coding	ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:18803]
ENSG00000123473	6491	STIL	1	47715811	47779819	-1	protein_coding	SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:10879]
ENSG00000123485	55355	HJURP	2	234742062	234763212	-1	protein_coding	Holliday junction recognition protein [Source:HGNC Symbol;Acc:25444]
ENSG00000123496	3598	IL13RA2	X	114238538	114254540	-1	protein_coding	interleukin 13 receptor, alpha 2 [Source:HGNC Symbol;Acc:5975]
ENSG00000123500	1300	COL10A1	6	116440086	116479910	-1	protein_coding	collagen, type X, alpha 1 [Source:HGNC Symbol;Acc:2185]
ENSG00000123505	262	AMD1	6	111195973	111216916	1	protein_coding	adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:457]
ENSG00000123545	29078	NDUFAF4	6	97337189	97345757	-1	protein_coding	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 [Source:HGNC Symbol;Acc:21034]
ENSG00000123552	85015	USP45	6	99880190	99969604	-1	protein_coding	ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:20080]
ENSG00000123560	5354	PLP1	X	103028647	103047548	1	protein_coding	proteolipid protein 1 [Source:HGNC Symbol;Acc:9086]
ENSG00000123561	6906	SERPINA7	X	105277197	105282729	-1	protein_coding	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7 [Source:HGNC Symbol;Acc:11583]
ENSG00000123562	9643	MORF4L2	X	102930424	102943086	-1	protein_coding	mortality factor 4 like 2 [Source:HGNC Symbol;Acc:16849]
ENSG00000123569	158983	H2BFWT	X	103265719	103268259	-1	protein_coding	H2B histone family, member W, testis-specific [Source:HGNC Symbol;Acc:27252]
ENSG00000123570	51209	RAB9B	X	103077252	103087158	-1	protein_coding	RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:14090]
ENSG00000123572	203447	NRK	X	105066536	105202602	1	protein_coding	Nik related kinase [Source:HGNC Symbol;Acc:25391]
ENSG00000123575	139231	FAM199X	X	103411301	103440583	1	protein_coding	family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:25195]
ENSG00000123576	80712	ESX1	X	103494719	103499614	-1	protein_coding	ESX homeobox 1 [Source:HGNC Symbol;Acc:14865]
ENSG00000123584	728269	MAGEA9B	X	148663309	148669116	-1	protein_coding	melanoma antigen family A, 9B [Source:HGNC Symbol;Acc:31909]
ENSG00000123584	4108	MAGEA9B	X	148663309	148669116	-1	protein_coding	melanoma antigen family A, 9B [Source:HGNC Symbol;Acc:31909]
ENSG00000123594	92552	ATXN3L	X	13336770	13338518	-1	protein_coding	ataxin 3-like [Source:HGNC Symbol;Acc:24173]
ENSG00000123595	9367	RAB9A	X	13707244	13728625	1	protein_coding	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:9792]
ENSG00000123600	79828	METTL8	2	172173919	172291312	-1	protein_coding	methyltransferase like 8 [Source:HGNC Symbol;Acc:25856]
ENSG00000123607	100506124	TTC21B	2	166713985	166810353	-1	protein_coding	tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:25660]
ENSG00000123607	79809	TTC21B	2	166713985	166810353	-1	protein_coding	tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:25660]
ENSG00000123609	9111	NMI	2	152126979	152146571	-1	protein_coding	N-myc (and STAT) interactor [Source:HGNC Symbol;Acc:7854]
ENSG00000123610	7130	TNFAIP6	2	152214106	152236560	1	protein_coding	tumor necrosis factor, alpha-induced protein 6 [Source:HGNC Symbol;Acc:11898]
ENSG00000123612	130399	ACVR1C	2	158383279	158485517	-1	protein_coding	activin A receptor, type IC [Source:HGNC Symbol;Acc:18123]
ENSG00000123636	29994	BAZ2B	2	160175490	160473203	-1	protein_coding	bromodomain adjacent to zinc finger domain, 2B [Source:HGNC Symbol;Acc:963]
ENSG00000123643	206358	SLC36A1	5	150816607	150871942	1	protein_coding	solute carrier family 36 (proton/amino acid symporter), member 1 [Source:HGNC Symbol;Acc:18761]
ENSG00000123684	9926	LPGAT1	1	211916799	212004114	-1	protein_coding	lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:28985]
ENSG00000123685	55509	BATF3	1	212859760	212873327	-1	protein_coding	basic leucine zipper transcription factor, ATF-like 3 [Source:HGNC Symbol;Acc:28915]
ENSG00000123689	50486	G0S2	1	209848765	209849733	1	protein_coding	G0/G1switch 2 [Source:HGNC Symbol;Acc:30229]
ENSG00000123700	3759	KCNJ2	17	68164814	68176189	1	protein_coding	potassium inwardly-rectifying channel, subfamily J, member 2 [Source:HGNC Symbol;Acc:6263]
ENSG00000123728	57826	RAP2C	X	131337053	131353471	-1	protein_coding	RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:21165]
ENSG00000123737	5393	EXOSC9	4	122722472	122738176	1	protein_coding	exosome component 9 [Source:HGNC Symbol;Acc:9137]
ENSG00000123739	81579	PLA2G12A	4	110631145	110651233	-1	protein_coding	phospholipase A2, group XIIA [Source:HGNC Symbol;Acc:18554]
ENSG00000123810	80776	B9D2	19	41860326	41870078	-1	protein_coding	B9 protein domain 2 [Source:HGNC Symbol;Acc:28636]
ENSG00000123815	79934	ADCK4	19	41197434	41224112	-1	protein_coding	aarF domain containing kinase 4 [Source:HGNC Symbol;Acc:19041]
ENSG00000123836	5208	PFKFB2	1	207222801	207254369	1	protein_coding	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:8873]
ENSG00000123838	722	C4BPA	1	207277607	207318317	1	protein_coding	complement component 4 binding protein, alpha [Source:HGNC Symbol;Acc:1325]
ENSG00000123843	725	C4BPB	1	207262187	207273338	1	protein_coding	complement component 4 binding protein, beta [Source:HGNC Symbol;Acc:1328]
ENSG00000123892	23682	RAB38	11	87846410	87908635	-1	protein_coding	RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:9776]
ENSG00000123901	10888	GPR83	11	94110477	94134585	-1	protein_coding	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:4523]
ENSG00000123908	27161	AGO2	8	141541264	141645718	-1	protein_coding	argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:3263]
ENSG00000123933	100616358	MXD4	4	2249159	2264021	-1	protein_coding	MAX dimerization protein 4 [Source:HGNC Symbol;Acc:13906]
ENSG00000123933	10608	MXD4	4	2249159	2264021	-1	protein_coding	MAX dimerization protein 4 [Source:HGNC Symbol;Acc:13906]
ENSG00000123975	1164	CKS2	9	91926113	91931618	1	protein_coding	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:2000]
ENSG00000123977	164781	DAW1	2	228735770	228789060	1	protein_coding	dynein assembly factor with WDR repeat domains 1 [Source:HGNC Symbol;Acc:26383]
ENSG00000123983	2181	ACSL3	2	223725652	223809357	1	protein_coding	acyl-CoA synthetase long-chain family member 3 [Source:HGNC Symbol;Acc:3570]
ENSG00000123989	79586	CHPF	2	220403669	220408509	-1	protein_coding	chondroitin polymerizing factor [Source:HGNC Symbol;Acc:24291]
ENSG00000123992	23549	DNPEP	2	220238268	220264744	-1	protein_coding	aspartyl aminopeptidase [Source:HGNC Symbol;Acc:2981]
ENSG00000123999	3623	INHA	2	220433884	220440435	1	protein_coding	inhibin, alpha [Source:HGNC Symbol;Acc:6065]
ENSG00000124003	116255	MOGAT1	2	223536505	223574649	1	protein_coding	monoacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:18210]
ENSG00000124006	23363	OBSL1	2	220415451	220436581	-1	protein_coding	obscurin-like 1 [Source:HGNC Symbol;Acc:29092]
ENSG00000124019	79843	FAM124B	2	225243415	225266802	-1	protein_coding	family with sequence similarity 124B [Source:HGNC Symbol;Acc:26224]
ENSG00000124067	6560	SLC12A4	16	67977377	68003504	-1	protein_coding	solute carrier family 12 (potassium/chloride transporter), member 4 [Source:HGNC Symbol;Acc:10913]
ENSG00000124074	84080	ENKD1	16	67696848	67701168	-1	protein_coding	enkurin domain containing 1 [Source:HGNC Symbol;Acc:25246]
ENSG00000124089	4159	MC3R	20	54823788	54824871	1	protein_coding	melanocortin 3 receptor [Source:HGNC Symbol;Acc:6931]
ENSG00000124091	140687	GCNT7	20	55066548	55100981	-1	protein_coding	glucosaminyl (N-acetyl) transferase family member 7 [Source:HGNC Symbol;Acc:16099]
ENSG00000124092	140690	CTCFL	20	56071035	56100708	-1	protein_coding	CCCTC-binding factor (zinc finger protein)-like [Source:HGNC Symbol;Acc:16234]
ENSG00000124098	116151	FAM210B	20	54933971	54943719	1	protein_coding	family with sequence similarity 210, member B [Source:HGNC Symbol;Acc:16102]
ENSG00000124102	5266	PI3	20	43803517	43805185	1	protein_coding	peptidase inhibitor 3, skin-derived [Source:HGNC Symbol;Acc:8947]
ENSG00000124103	388799	FAM209A	20	55092243	55101198	1	protein_coding	family with sequence similarity 209, member A [Source:HGNC Symbol;Acc:16100]
ENSG00000124103	200232	FAM209A	20	55092243	55101198	1	protein_coding	family with sequence similarity 209, member A [Source:HGNC Symbol;Acc:16100]
ENSG00000124104	90203	SNX21	20	44462449	44471914	1	protein_coding	sorting nexin family member 21 [Source:HGNC Symbol;Acc:16154]
ENSG00000124107	6590	SLPI	20	43880880	43883205	-1	protein_coding	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:11092]
ENSG00000124116	140686	WFDC3	20	44376583	44420571	-1	protein_coding	WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:15957]
ENSG00000124120	79183	TTPAL	20	43104526	43123244	1	protein_coding	tocopherol (alpha) transfer protein-like [Source:HGNC Symbol;Acc:16114]
ENSG00000124126	57580	PREX1	20	47240790	47444420	-1	protein_coding	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:32594]
ENSG00000124134	3787	KCNS1	20	43720951	43729753	-1	protein_coding	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 [Source:HGNC Symbol;Acc:6300]
ENSG00000124140	57468	SLC12A5	20	44650356	44688784	1	protein_coding	solute carrier family 12 (potassium/chloride transporter), member 5 [Source:HGNC Symbol;Acc:13818]
ENSG00000124143	343578	ARHGAP40	20	37230577	37279678	1	protein_coding	Rho GTPase activating protein 40 [Source:HGNC Symbol;Acc:16226]
ENSG00000124145	6385	SDC4	20	43953928	43977064	-1	protein_coding	syndecan 4 [Source:HGNC Symbol;Acc:10661]
ENSG00000124151	8202	NCOA3	20	46130601	46285621	1	protein_coding	nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:7670]
ENSG00000124155	51604	PIGT	20	44044717	44054884	1	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class T [Source:HGNC Symbol;Acc:14938]
ENSG00000124157	6407	SEMG2	20	43849941	43853099	1	protein_coding	semenogelin II [Source:HGNC Symbol;Acc:10743]
ENSG00000124159	8785	MATN4	20	43922085	43937169	-1	protein_coding	matrilin 4 [Source:HGNC Symbol;Acc:6910]
ENSG00000124160	57727	NCOA5	20	44689624	44718591	-1	protein_coding	nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:15909]
ENSG00000124164	9217	VAPB	20	56964178	57026157	1	protein_coding	VAMP (vesicle-associated membrane protein)-associated protein B and C [Source:HGNC Symbol;Acc:12649]
ENSG00000124171	84612	PARD6B	20	49348081	49373332	1	protein_coding	par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:16245]
ENSG00000124172	514	ATP5E	20	57600522	57607437	-1	protein_coding	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit [Source:HGNC Symbol;Acc:838]
ENSG00000124177	84181	CHD6	20	40030741	40247133	-1	protein_coding	chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:19057]
ENSG00000124181	5335	PLCG1	20	39765600	39811629	1	protein_coding	phospholipase C, gamma 1 [Source:HGNC Symbol;Acc:9065]
ENSG00000124191	84969	TOX2	20	42543504	42698256	1	protein_coding	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:16095]
ENSG00000124193	6431	SRSF6	20	42086568	42092245	1	protein_coding	serine/arginine-rich splicing factor 6 [Source:HGNC Symbol;Acc:10788]
ENSG00000124194	78997	GDAP1L1	20	42875887	42909013	1	protein_coding	ganglioside induced differentiation associated protein 1-like 1 [Source:HGNC Symbol;Acc:4213]
ENSG00000124196	149699	GTSF1L	20	42354804	42355638	-1	protein_coding	gametocyte specific factor 1-like [Source:HGNC Symbol;Acc:16198]
ENSG00000124198	10564	ARFGEF2	20	47538427	47653230	1	protein_coding	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) [Source:HGNC Symbol;Acc:15853]
ENSG00000124201	57169	ZNFX1	20	47854483	47894963	-1	protein_coding	zinc finger, NFX1-type containing 1 [Source:HGNC Symbol;Acc:29271]
ENSG00000124203	128611	ZNF831	20	57766075	57834168	1	protein_coding	zinc finger protein 831 [Source:HGNC Symbol;Acc:16167]
ENSG00000124205	1908	EDN3	20	57875482	57901047	1	protein_coding	endothelin 3 [Source:HGNC Symbol;Acc:3178]
ENSG00000124207	1434	CSE1L	20	47662849	47713489	1	protein_coding	CSE1 chromosome segregation 1-like (yeast) [Source:HGNC Symbol;Acc:2431]
ENSG00000124208	387522	TMEM189-UBE2V1	20	48697661	48770174	-1	protein_coding	TMEM189-UBE2V1 readthrough [Source:HGNC Symbol;Acc:33521]
ENSG00000124208	7335	TMEM189-UBE2V1	20	48697661	48770174	-1	protein_coding	TMEM189-UBE2V1 readthrough [Source:HGNC Symbol;Acc:33521]
ENSG00000124209	57403	RAB22A	20	56884752	56942563	1	protein_coding	RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:9764]
ENSG00000124212	5740	PTGIS	20	48120411	48184683	-1	protein_coding	prostaglandin I2 (prostacyclin) synthase [Source:HGNC Symbol;Acc:9603]
ENSG00000124214	6780	STAU1	20	47729878	47804904	-1	protein_coding	staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:11370]
ENSG00000124215	60437	CDH26	20	58533471	58609066	1	protein_coding	cadherin 26 [Source:HGNC Symbol;Acc:15902]
ENSG00000124216	6615	SNAI1	20	48599536	48605423	1	protein_coding	snail family zinc finger 1 [Source:HGNC Symbol;Acc:11128]
ENSG00000124217	27304	MOCS3	20	49575363	49577820	1	protein_coding	molybdenum cofactor synthesis 3 [Source:HGNC Symbol;Acc:15765]
ENSG00000124222	8675	STX16	20	57226328	57254582	1	protein_coding	syntaxin 16 [Source:HGNC Symbol;Acc:11431]
ENSG00000124224	NA	PPP4R1L	20	56806188	56884495	-1	protein_coding	protein phosphatase 4, regulatory subunit 1-like [Source:HGNC Symbol;Acc:15755]
ENSG00000124225	56937	PMEPA1	20	56223448	56286592	-1	protein_coding	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:14107]
ENSG00000124226	55905	RNF114	20	48552948	48570429	1	protein_coding	ring finger protein 114 [Source:HGNC Symbol;Acc:13094]
ENSG00000124227	140731	ANKRD60	20	56793551	56803709	-1	protein_coding	ankyrin repeat domain 60 [Source:HGNC Symbol;Acc:16217]
ENSG00000124228	55661	DDX27	20	47835884	47860614	1	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 [Source:HGNC Symbol;Acc:15837]
ENSG00000124232	11317	RBPJL	20	43935491	43945803	1	protein_coding	recombination signal binding protein for immunoglobulin kappa J region-like [Source:HGNC Symbol;Acc:13761]
ENSG00000124233	6406	SEMG1	20	43835638	43838413	1	protein_coding	semenogelin I [Source:HGNC Symbol;Acc:10742]
ENSG00000124237	128602	C20orf85	20	56725960	56736206	1	protein_coding	chromosome 20 open reading frame 85 [Source:HGNC Symbol;Acc:16216]
ENSG00000124243	55653	BCAS4	20	49411431	49493714	1	protein_coding	breast carcinoma amplified sequence 4 [Source:HGNC Symbol;Acc:14367]
ENSG00000124249	60598	KCNK15	20	43374421	43379675	1	protein_coding	potassium channel, subfamily K, member 15 [Source:HGNC Symbol;Acc:13814]
ENSG00000124251	27296	TP53TG5	20	44002526	44036529	-1	protein_coding	TP53 target 5 [Source:HGNC Symbol;Acc:15856]
ENSG00000124253	5105	PCK1	20	56136136	56141513	1	protein_coding	phosphoenolpyruvate carboxykinase 1 (soluble) [Source:HGNC Symbol;Acc:8724]
ENSG00000124256	81030	ZBP1	20	56178902	56195632	-1	protein_coding	Z-DNA binding protein 1 [Source:HGNC Symbol;Acc:16176]
ENSG00000124257	140825	NEURL2	20	44517264	44519926	-1	protein_coding	neuralized E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:16156]
ENSG00000124260	4109	MAGEA10	X	151301782	151307033	-1	protein_coding	melanoma antigen family A, 10 [Source:HGNC Symbol;Acc:6797]
ENSG00000124275	4552	MTRR	5	7851299	7906138	1	protein_coding	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:HGNC Symbol;Acc:7473]
ENSG00000124279	79072	FASTKD3	5	7859272	7869150	-1	protein_coding	FAST kinase domains 3 [Source:HGNC Symbol;Acc:28758]
ENSG00000124299	5184	PEPD	19	33877856	34012700	-1	protein_coding	peptidase D [Source:HGNC Symbol;Acc:8840]
ENSG00000124302	64377	CHST8	19	34112861	34264414	1	protein_coding	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8 [Source:HGNC Symbol;Acc:15993]
ENSG00000124313	23096	IQSEC2	X	53262058	53350522	-1	protein_coding	IQ motif and Sec7 domain 2 [Source:HGNC Symbol;Acc:29059]
ENSG00000124333	6845	VAMP7	X	155110956	155173433	1	protein_coding	vesicle-associated membrane protein 7 [Source:HGNC Symbol;Acc:11486]
ENSG00000124334	3581	IL9R	X	155227246	155240482	1	protein_coding	interleukin 9 receptor [Source:HGNC Symbol;Acc:6030]
ENSG00000124343	100132596	XG	X	2670091	2734539	1	protein_coding	Xg blood group [Source:HGNC Symbol;Acc:12806]
ENSG00000124343	7499	XG	X	2670091	2734539	1	protein_coding	Xg blood group [Source:HGNC Symbol;Acc:12806]
ENSG00000124356	10617	STAMBP	2	74056086	74100786	1	protein_coding	STAM binding protein [Source:HGNC Symbol;Acc:16950]
ENSG00000124357	55577	NAGK	2	71291474	71306935	1	protein_coding	N-acetylglucosamine kinase [Source:HGNC Symbol;Acc:17174]
ENSG00000124370	84693	MCEE	2	71336814	71357369	-1	protein_coding	methylmalonyl CoA epimerase [Source:HGNC Symbol;Acc:16732]
ENSG00000124374	400961	PAIP2B	2	71409869	71454213	-1	protein_coding	poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:29200]
ENSG00000124380	11017	SNRNP27	2	70120692	70132707	1	protein_coding	small nuclear ribonucleoprotein 27kDa (U4/U6.U5) [Source:HGNC Symbol;Acc:30240]
ENSG00000124383	10199	MPHOSPH10	2	71357444	71377231	1	protein_coding	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:HGNC Symbol;Acc:7213]
ENSG00000124391	27189	IL17C	16	88704999	88706881	1	protein_coding	interleukin 17C [Source:HGNC Symbol;Acc:5983]
ENSG00000124406	10396	ATP8A1	4	42410390	42659122	-1	protein_coding	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 [Source:HGNC Symbol;Acc:13531]
ENSG00000124422	23326	USP22	17	20902910	20947073	-1	protein_coding	ubiquitin specific peptidase 22 [Source:HGNC Symbol;Acc:12621]
ENSG00000124429	79983	POF1B	X	84532402	84634748	-1	protein_coding	premature ovarian failure, 1B [Source:HGNC Symbol;Acc:13711]
ENSG00000124440	64344	HIF3A	19	46800303	46846690	1	protein_coding	hypoxia inducible factor 3, alpha subunit [Source:HGNC Symbol;Acc:15825]
ENSG00000124444	79177	ZNF576	19	44100544	44105309	1	protein_coding	zinc finger protein 576 [Source:HGNC Symbol;Acc:28357]
ENSG00000124449	56269	IRGC	19	44220162	44224173	1	protein_coding	immunity-related GTPase family, cinema [Source:HGNC Symbol;Acc:28835]
ENSG00000124459	7596	ZNF45	19	44416781	44439430	-1	protein_coding	zinc finger protein 45 [Source:HGNC Symbol;Acc:13111]
ENSG00000124466	27076	LYPD3	19	43964939	43969812	-1	protein_coding	LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:24880]
ENSG00000124467	440533	PSG8	19	43256838	43359843	-1	protein_coding	pregnancy specific beta-1-glycoprotein 8 [Source:HGNC Symbol;Acc:9525]
ENSG00000124469	1088	CEACAM8	19	43084393	43099207	-1	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 8 [Source:HGNC Symbol;Acc:1820]
ENSG00000124479	4693	NDP	X	43808022	43832750	-1	protein_coding	Norrie disease (pseudoglioma) [Source:HGNC Symbol;Acc:7678]
ENSG00000124486	8239	USP9X	X	40944888	41095832	1	protein_coding	ubiquitin specific peptidase 9, X-linked [Source:HGNC Symbol;Acc:12632]
ENSG00000124490	7180	CRISP2	6	49660073	49681274	-1	protein_coding	cysteine-rich secretory protein 2 [Source:HGNC Symbol;Acc:12024]
ENSG00000124491	2162	F13A1	6	6144318	6321246	-1	protein_coding	coagulation factor XIII, A1 polypeptide [Source:HGNC Symbol;Acc:3531]
ENSG00000124493	2914	GRM4	6	33989628	34123399	-1	protein_coding	glutamate receptor, metabotropic 4 [Source:HGNC Symbol;Acc:4596]
